"","year","foi"
"1361",2017,0.02
"1362",2017,0.02
"1363",2017,0.02
"1364",2017,0.02
"1365",2017,0.02
"1366",2017,0.02
"1367",2017,0.02
"1368",2017,0.02
"1369",2017,0.02
"1370",2017,0.02
"1371",2017,0.02
"1372",2018,0.02
"1373",2018,0.02
"1374",2018,0.02
"1375",2018,0.02
"1376",2018,0.02
"1377",2018,0.02
"1378",2018,0.02
"1379",2018,0.02
"1380",2018,0.02
"1381",2018,0.02
"1382",2018,0.02
"1383",2018,0.02
"1384",2018,0.02
"1385",2018,0.02
"1386",2018,0.02
"1387",2018,0.02
"1388",2018,0.02
"1389",2018,0.02
"1390",2018,0.02
"1391",2018,0.02
"1392",2018,0.02
"1393",2018,0.02
"1394",2018,0.02
"1395",2019,0.02
"1396",2019,0.02
"1397",2019,0.02
"1398",2019,0.02
"1399",2019,0.02
"1400",2019,0.02
"1401",2019,0.02
"1402",2019,0.02
"1403",2019,0.02
"1404",2019,0.02
"1405",2019,0.02
"1406",2019,0.02
"1407",2019,0.02
"1408",2019,0.02
"1409",2019,0.02
"1410",2019,0.02
"1411",2019,0.02
"1412",2019,0.02
"1413",2019,0.02
"1414",2019,0.02
"1415",2019,0.02
"1416",2019,0.02
"1417",2019,0.02
"1418",2019,0.02
"1419",2019,0.02
"1420",2019,0.02
"1421",2019,0.02
"1422",2019,0.02
"1423",2020,0.02
"1424",2020,0.02
"1425",2020,0.02
"1426",2020,0.02
"1427",2020,0.02
"1428",2020,0.02
"1429",2020,0.02
"1430",2020,0.02
"1431",2020,0.02
"1432",2020,0.02
"1433",2020,0.02
"1434",2020,0.02
"1435",2020,0.02
"1436",2020,0.02
"1437",2020,0.02
"1438",2020,0.02
"1439",2020,0.02
"1440",2020,0.02
"1441",2020,0.02
"1442",2020,0.02
"1443",2020,0.02
"1444",2020,0.02
"1445",2020,0.02
"1446",2020,0.02
"1447",2020,0.02
"1448",2020,0.02
"1449",2020,0.02
"1450",2020,0.02
"1451",2020,0.02
"1452",2020,0.02
"1453",2020,0.02
"1454",2020,0.02
"1455",2020,0.02
"1456",2020,0.02
"1457",2021,0.02
"1458",2021,0.02
"1459",2021,0.02
"1460",2021,0.02
"1461",2021,0.02
"1462",2021,0.02
"1463",2021,0.02
"1464",2021,0.02
"1465",2021,0.02
"1466",2021,0.02
"1467",2021,0.02
"1468",2021,0.02
"1469",2021,0.02
"1470",2021,0.02
"1471",2021,0.02
"1472",2021,0.02
"1473",2021,0.02
"1474",2021,0.02
"1475",2021,0.02
"1476",2021,0.02
"1477",2021,0.02
"1478",2022,0.02
"1479",2022,0.02
"1480",2022,0.02
"1481",2022,0.02
"1482",2022,0.02
"1483",2022,0.02
"1484",2022,0.02
"1485",2022,0.02
"1486",2022,0.02
"1487",2022,0.02
"1488",2022,0.02
"1489",2022,0.02
"1490",2022,0.02
"1491",2022,0.02
"1492",2022,0.02
"1493",2022,0.02
"1494",2022,0.02
"1495",2022,0.02
"1496",2022,0.02
"1497",2022,0.02
"1498",2022,0.02
"1499",2022,0.02
"1500",2022,0.02
"1501",2022,0.02
"1502",2022,0.02
"1503",2023,0.02
"1504",2023,0.02
"1505",2023,0.02
"1506",2023,0.02
"1507",2023,0.02
"1508",2023,0.02
"1509",2023,0.02
"1510",2023,0.02
"1511",2023,0.02
"1512",2023,0.02
"1513",2023,0.02
"1514",2023,0.02
"1515",2023,0.02
"1516",2023,0.02
"1517",2023,0.02
"1518",2023,0.02
"1519",2023,0.02
"1520",2023,0.02
"1521",2023,0.02
"1522",2024,0.02
"1523",2024,0.02
"1524",2024,0.02
"1525",2024,0.02
"1526",2024,0.02
"1527",2024,0.02
"1528",2024,0.02
"1529",2024,0.02
"1530",2024,0.02
"1531",2024,0.02
"1532",2024,0.02
"1533",2024,0.02
"1534",2024,0.02
"1535",2024,0.02
"1536",2024,0.02
"1537",2024,0.02
"1538",2024,0.02
"1539",2024,0.02
"1540",2024,0.02
